"MONTH","DAY_OF_MONTH","DAY_OF_WEEK","OP_UNIQUE_CARRIER","TAIL_NUM","OP_CARRIER_FL_NUM","ORIGIN_AIRPORT_ID","ORIGIN","ORIGIN_CITY_NAME","DEST_AIRPORT_ID","DEST","DEST_CITY_NAME","CRS_DEP_TIME","DEP_TIME","DEP_DELAY_NEW","DEP_DEL15","DEP_TIME_BLK","CRS_ARR_TIME","ARR_TIME","ARR_DELAY_NEW","ARR_TIME_BLK","CANCELLED","CANCELLATION_CODE","CRS_ELAPSED_TIME","ACTUAL_ELAPSED_TIME","DISTANCE","DISTANCE_GROUP","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY",
2,27,3,"WN","N8569Z","1498",11697,"FLL","Fort Lauderdale, FL",14307,"PVD","Providence, RI","1155","1149",0.00,0.00,"1100-1159","1500","1444",0.00,"1500-1559",0.00,"",185.00,175.00,1188.00,5,,,,,,
2,27,3,"WN","N211WN","1512",11697,"FLL","Fort Lauderdale, FL",14307,"PVD","Providence, RI","2115","",,,"2100-2159","0010","",,"0001-0559",1.00,"B",175.00,,1188.00,5,,,,,,
2,27,3,"WN","N490WN","904",11697,"FLL","Fort Lauderdale, FL",14492,"RDU","Raleigh/Durham, NC","1940","2023",43.00,1.00,"1900-1959","2145","2256",71.00,"2100-2159",0.00,"",125.00,153.00,680.00,3,0.00,43.00,28.00,0.00,0.00,
2,27,3,"WN","N443WN","1472",11697,"FLL","Fort Lauderdale, FL",14683,"SAT","San Antonio, TX","1535","1533",0.00,0.00,"1500-1559","1755","1748",0.00,"1700-1759",0.00,"",200.00,195.00,1145.00,5,,,,,,
2,27,3,"WN","N7732A","1837",11697,"FLL","Fort Lauderdale, FL",14843,"SJU","San Juan, PR","1755","2129",214.00,1.00,"1700-1759","2130","0111",221.00,"2100-2159",0.00,"",155.00,162.00,1046.00,5,0.00,0.00,221.00,0.00,0.00,
2,27,3,"WN","N8617E","2047",11697,"FLL","Fort Lauderdale, FL",14843,"SJU","San Juan, PR","1145","1216",31.00,1.00,"1100-1159","1520","1541",21.00,"1500-1559",0.00,"",155.00,145.00,1046.00,5,1.00,0.00,0.00,0.00,20.00,
2,27,3,"WN","N264LV","898",11697,"FLL","Fort Lauderdale, FL",15016,"STL","St. Louis, MO","1950","2043",53.00,1.00,"1900-1959","2150","2303",73.00,"2100-2159",0.00,"",180.00,200.00,1057.00,5,0.00,0.00,34.00,0.00,39.00,
2,27,3,"WN","N7814B","2203",11697,"FLL","Fort Lauderdale, FL",15016,"STL","St. Louis, MO","1005","1001",0.00,0.00,"1000-1059","1205","1148",0.00,"1200-1259",0.00,"",180.00,167.00,1057.00,5,,,,,,
2,27,3,"WN","N748SW","283",11697,"FLL","Fort Lauderdale, FL",15304,"TPA","Tampa, FL","1540","1606",26.00,1.00,"1500-1559","1655","1806",71.00,"1600-1659",0.00,"",75.00,120.00,197.00,1,26.00,0.00,45.00,0.00,0.00,
2,27,3,"WN","N786SW","375",11697,"FLL","Fort Lauderdale, FL",15304,"TPA","Tampa, FL","0605","0558",0.00,0.00,"0600-0659","0710","0655",0.00,"0700-0759",0.00,"",65.00,57.00,197.00,1,,,,,,
2,27,3,"WN","N440LV","541",11697,"FLL","Fort Lauderdale, FL",15304,"TPA","Tampa, FL","2055","",,,"2000-2059","2205","",,"2200-2259",1.00,"A",70.00,,197.00,1,,,,,,
2,27,3,"WN","N214WN","874",11697,"FLL","Fort Lauderdale, FL",15304,"TPA","Tampa, FL","1030","1025",0.00,0.00,"1000-1059","1135","1122",0.00,"1100-1159",0.00,"",65.00,57.00,197.00,1,,,,,,
2,27,3,"WN","N8670A","2118",11697,"FLL","Fort Lauderdale, FL",15304,"TPA","Tampa, FL","1750","1758",8.00,0.00,"1700-1759","1900","2002",62.00,"1900-1959",0.00,"",70.00,124.00,197.00,1,0.00,0.00,54.00,0.00,8.00,
2,27,3,"WN","N712SW","178",11884,"GEG","Spokane, WA",10713,"BOI","Boise, ID","1955","1955",0.00,0.00,"1900-1959","2200","2156",0.00,"2200-2259",0.00,"",65.00,61.00,287.00,2,,,,,,
2,27,3,"WN","N559WN","847",11884,"GEG","Spokane, WA",10713,"BOI","Boise, ID","1040","1052",12.00,0.00,"1000-1059","1240","1309",29.00,"1200-1259",0.00,"",60.00,77.00,287.00,2,0.00,0.00,17.00,0.00,12.00,
2,27,3,"WN","N8683D","122",11884,"GEG","Spokane, WA",11292,"DEN","Denver, CO","1200","1159",0.00,0.00,"1200-1259","1510","1530",20.00,"1500-1559",0.00,"",130.00,151.00,836.00,4,0.00,0.00,20.00,0.00,0.00,
2,27,3,"WN","N8546V","2303",11884,"GEG","Spokane, WA",11292,"DEN","Denver, CO","0640","0639",0.00,0.00,"0600-0659","0950","1016",26.00,"0900-0959",0.00,"",130.00,157.00,836.00,4,0.00,0.00,26.00,0.00,0.00,
2,27,3,"WN","N8693A","104",11884,"GEG","Spokane, WA",12889,"LAS","Las Vegas, NV","0720","0714",0.00,0.00,"0700-0759","0940","0937",0.00,"0900-0959",0.00,"",140.00,143.00,806.00,4,,,,,,
2,27,3,"WN","N785SW","2092",11884,"GEG","Spokane, WA",12889,"LAS","Las Vegas, NV","1350","1408",18.00,1.00,"1300-1359","1610","1625",15.00,"1600-1659",0.00,"",140.00,137.00,806.00,4,1.00,0.00,0.00,0.00,14.00,
2,27,3,"WN","N275WN","369",11884,"GEG","Spokane, WA",13796,"OAK","Oakland, CA","0525","0519",0.00,0.00,"0001-0559","0735","0736",1.00,"0700-0759",0.00,"",130.00,137.00,723.00,3,,,,,,
2,27,3,"WN","N8704Q","1568",11884,"GEG","Spokane, WA",13796,"OAK","Oakland, CA","1620","1614",0.00,0.00,"1600-1659","1825","1835",10.00,"1800-1859",0.00,"",125.00,141.00,723.00,3,,,,,,
2,27,3,"WN","N8644C","2073",11884,"GEG","Spokane, WA",14107,"PHX","Phoenix, AZ","0900","0857",0.00,0.00,"0900-0959","1240","1245",5.00,"1200-1259",0.00,"",160.00,168.00,1020.00,5,,,,,,
2,27,3,"WN","N966WN","1155",11884,"GEG","Spokane, WA",14831,"SJC","San Jose, CA","0830","0830",0.00,0.00,"0800-0859","1045","1044",0.00,"1000-1059",0.00,"",135.00,134.00,742.00,3,,,,,,
2,27,3,"WN","N713SW","1376",11884,"GEG","Spokane, WA",14893,"SMF","Sacramento, CA","1755","1753",0.00,0.00,"1700-1759","1955","1955",0.00,"1900-1959",0.00,"",120.00,122.00,649.00,3,,,,,,
2,27,3,"WN","N7840A","2124",11986,"GRR","Grand Rapids, MI",10821,"BWI","Baltimore, MD","1630","1635",5.00,0.00,"1600-1659","1805","1755",0.00,"1800-1859",0.00,"",95.00,80.00,528.00,3,,,,,,
2,27,3,"WN","N480WN","2238",11986,"GRR","Grand Rapids, MI",13204,"MCO","Orlando, FL","0630","0630",0.00,0.00,"0600-0659","0925","0944",19.00,"0900-0959",0.00,"",175.00,194.00,1024.00,5,0.00,0.00,19.00,0.00,0.00,
2,27,3,"WN","N214WN","874",11986,"GRR","Grand Rapids, MI",13232,"MDW","Chicago, IL","1740","1734",0.00,0.00,"1700-1759","1740","1809",29.00,"1700-1759",0.00,"",60.00,95.00,137.00,1,0.00,0.00,29.00,0.00,0.00,
2,27,3,"WN","N7730A","1044",11986,"GRR","Grand Rapids, MI",13232,"MDW","Chicago, IL","1340","1443",63.00,1.00,"1300-1359","1350","1442",52.00,"1300-1359",0.00,"",70.00,59.00,137.00,1,0.00,0.00,0.00,0.00,52.00,
2,27,3,"WN","N8563Z","5575",11986,"GRR","Grand Rapids, MI",13232,"MDW","Chicago, IL","0725","0723",0.00,0.00,"0700-0759","0735","0749",14.00,"0700-0759",0.00,"",70.00,86.00,137.00,1,,,,,,
2,27,3,"WN","N915WN","1798",11986,"GRR","Grand Rapids, MI",14635,"RSW","Fort Myers, FL","1120","1117",0.00,0.00,"1100-1159","1415","1416",1.00,"1400-1459",0.00,"",175.00,179.00,1147.00,5,,,,,,
2,27,3,"WN","N7853B","747",11996,"GSP","Greer, SC",10397,"ATL","Atlanta, GA","1245","1236",0.00,0.00,"1200-1259","1350","1324",0.00,"1300-1359",0.00,"",65.00,48.00,153.00,1,,,,,,
2,27,3,"WN","N958WN","797",11996,"GSP","Greer, SC",10397,"ATL","Atlanta, GA","1715","1728",13.00,0.00,"1700-1759","1825","1826",1.00,"1800-1859",0.00,"",70.00,58.00,153.00,1,,,,,,
2,27,3,"WN","N481WN","815",11996,"GSP","Greer, SC",10397,"ATL","Atlanta, GA","0640","0635",0.00,0.00,"0600-0659","0750","0724",0.00,"0700-0759",0.00,"",70.00,49.00,153.00,1,,,,,,
2,27,3,"WN","N8680C","332",12191,"HOU","Houston, TX",10140,"ABQ","Albuquerque, NM","2145","2239",54.00,1.00,"2100-2159","2300","2345",45.00,"2300-2359",0.00,"",135.00,126.00,759.00,4,45.00,0.00,0.00,0.00,0.00,
2,27,3,"WN","N7729A","411",12191,"HOU","Houston, TX",10140,"ABQ","Albuquerque, NM","0855","0850",0.00,0.00,"0800-0859","1015","1007",0.00,"1000-1059",0.00,"",140.00,137.00,759.00,4,,,,,,
2,27,3,"WN","N740SW","637",12191,"HOU","Houston, TX",10140,"ABQ","Albuquerque, NM","1630","1629",0.00,0.00,"1600-1659","1750","1733",0.00,"1700-1759",0.00,"",140.00,124.00,759.00,4,,,,,,
2,27,3,"WN","N8647A","105",12191,"HOU","Houston, TX",10397,"ATL","Atlanta, GA","1930","1930",0.00,0.00,"1900-1959","2225","2214",0.00,"2200-2259",0.00,"",115.00,104.00,696.00,3,,,,,,
2,27,3,"WN","N408WN","247",12191,"HOU","Houston, TX",10397,"ATL","Atlanta, GA","0555","0557",2.00,0.00,"0001-0559","0845","0901",16.00,"0800-0859",0.00,"",110.00,124.00,696.00,3,0.00,0.00,16.00,0.00,0.00,
2,27,3,"WN","N266WN","550",12191,"HOU","Houston, TX",10397,"ATL","Atlanta, GA","1700","1700",0.00,0.00,"1700-1759","2000","1948",0.00,"2000-2059",0.00,"",120.00,108.00,696.00,3,,,,,,
2,27,3,"WN","N7849A","722",12191,"HOU","Houston, TX",10397,"ATL","Atlanta, GA","1345","1355",10.00,0.00,"1300-1359","1645","1639",0.00,"1600-1659",0.00,"",120.00,104.00,696.00,3,,,,,,
2,27,3,"WN","N798SW","887",12191,"HOU","Houston, TX",10397,"ATL","Atlanta, GA","0735","",,,"0700-0759","1025","",,"1000-1059",1.00,"A",110.00,,696.00,3,,,,,,
2,27,3,"WN","N8543Z","2335",12191,"HOU","Houston, TX",10397,"ATL","Atlanta, GA","1035","1031",0.00,0.00,"1000-1059","1335","1322",0.00,"1300-1359",0.00,"",120.00,111.00,696.00,3,,,,,,
2,27,3,"WN","N7849A","198",12191,"HOU","Houston, TX",10423,"AUS","Austin, TX","2205","2211",6.00,0.00,"2200-2259","2300","2301",1.00,"2300-2359",0.00,"",55.00,50.00,148.00,1,,,,,,
2,27,3,"WN","N491WN","588",12191,"HOU","Houston, TX",10423,"AUS","Austin, TX","1925","1923",0.00,0.00,"1900-1959","2020","2008",0.00,"2000-2059",0.00,"",55.00,45.00,148.00,1,,,,,,
2,27,3,"WN","N8663A","860",12191,"HOU","Houston, TX",10423,"AUS","Austin, TX","1420","1418",0.00,0.00,"1400-1459","1520","1511",0.00,"1500-1559",0.00,"",60.00,53.00,148.00,1,,,,,,
2,27,3,"WN","N468WN","1823",12191,"HOU","Houston, TX",10423,"AUS","Austin, TX","0835","0840",5.00,0.00,"0800-0859","0940","0934",0.00,"0900-0959",0.00,"",65.00,54.00,148.00,1,,,,,,
2,27,3,"WN","N493WN","3998",12191,"HOU","Houston, TX",10423,"AUS","Austin, TX","1045","1100",15.00,1.00,"1000-1059","1150","1148",0.00,"1100-1159",0.00,"",65.00,48.00,148.00,1,,,,,,
2,27,3,"WN","N7702A","5465",12191,"HOU","Houston, TX",10423,"AUS","Austin, TX","0630","0627",0.00,0.00,"0600-0659","0725","0714",0.00,"0700-0759",0.00,"",55.00,47.00,148.00,1,,,,,,
2,27,3,"WN","N8320J","350",12191,"HOU","Houston, TX",10599,"BHM","Birmingham, AL","1920","1925",5.00,0.00,"1900-1959","2055","2054",0.00,"2000-2059",0.00,"",95.00,89.00,570.00,3,,,,,,
2,27,3,"WN","N8712L","652",12191,"HOU","Houston, TX",10599,"BHM","Birmingham, AL","1050","1051",1.00,0.00,"1000-1059","1220","1219",0.00,"1200-1259",0.00,"",90.00,88.00,570.00,3,,,,,,
2,27,3,"WN","N798SW","294",12191,"HOU","Houston, TX",10693,"BNA","Nashville, TN","0750","0747",0.00,0.00,"0700-0759","0940","0926",0.00,"0900-0959",0.00,"",110.00,99.00,670.00,3,,,,,,
2,27,3,"WN","N7883A","814",12191,"HOU","Houston, TX",10693,"BNA","Nashville, TN","1245","1247",2.00,0.00,"1200-1259","1435","1429",0.00,"1400-1459",0.00,"",110.00,102.00,670.00,3,,,,,,
2,27,3,"WN","N205WN","1031",12191,"HOU","Houston, TX",10693,"BNA","Nashville, TN","1640","1723",43.00,1.00,"1600-1659","1835","1926",51.00,"1800-1859",0.00,"",115.00,123.00,670.00,3,1.00,0.00,8.00,0.00,42.00,
2,27,3,"WN","N293WN","1945",12191,"HOU","Houston, TX",10693,"BNA","Nashville, TN","2140","2135",0.00,0.00,"2100-2159","2325","2323",0.00,"2300-2359",0.00,"",105.00,108.00,670.00,3,,,,,,
2,27,3,"WN","N8619F","781",12191,"HOU","Houston, TX",10721,"BOS","Boston, MA","1420","1420",0.00,0.00,"1400-1459","1900","1847",0.00,"1900-1959",0.00,"",220.00,207.00,1609.00,7,,,,,,
2,27,3,"WN","N8575Z","1657",12191,"HOU","Houston, TX",10800,"BUR","Burbank, CA","1440","1445",5.00,0.00,"1400-1459","1625","1621",0.00,"1600-1659",0.00,"",225.00,216.00,1389.00,6,,,,,,
2,27,3,"WN","N451WN","122",12191,"HOU","Houston, TX",10821,"BWI","Baltimore, MD","2025","2104",39.00,1.00,"2000-2059","0015","0045",30.00,"0001-0559",0.00,"",170.00,161.00,1246.00,5,4.00,0.00,0.00,0.00,26.00,
2,27,3,"WN","N8315C","2258",12191,"HOU","Houston, TX",10821,"BWI","Baltimore, MD","1515","1511",0.00,0.00,"1500-1559","1915","1855",0.00,"1900-1959",0.00,"",180.00,164.00,1246.00,5,,,,,,
2,27,3,"WN","N8722L","2312",12191,"HOU","Houston, TX",10821,"BWI","Baltimore, MD","0645","0700",15.00,1.00,"0600-0659","1030","1056",26.00,"1000-1059",0.00,"",165.00,176.00,1246.00,5,15.00,0.00,11.00,0.00,0.00,
2,27,3,"WN","N234WN","279",12191,"HOU","Houston, TX",10994,"CHS","Charleston, SC","1535","1530",0.00,0.00,"1500-1559","1845","1832",0.00,"1800-1859",0.00,"",130.00,122.00,928.00,4,,,,,,
2,27,3,"WN","N781WN","1687",12191,"HOU","Houston, TX",11057,"CLT","Charlotte, NC","1045","",,,"1000-1059","1405","",,"1400-1459",1.00,"A",140.00,,920.00,4,,,,,,
2,27,3,"WN","N8547V","245",12191,"HOU","Houston, TX",11066,"CMH","Columbus, OH","1130","1124",0.00,0.00,"1100-1159","1510","1437",0.00,"1500-1559",0.00,"",160.00,133.00,1001.00,5,,,,,,
2,27,3,"WN","N427WN","1",12191,"HOU","Houston, TX",11140,"CRP","Corpus Christi, TX","0845","0926",41.00,1.00,"0800-0859","0950","1014",24.00,"0900-0959",0.00,"",65.00,48.00,187.00,1,6.00,0.00,0.00,0.00,18.00,
2,27,3,"WN","N262WN","17",12191,"HOU","Houston, TX",11140,"CRP","Corpus Christi, TX","1250","1247",0.00,0.00,"1200-1259","1400","1332",0.00,"1400-1459",0.00,"",70.00,45.00,187.00,1,,,,,,
2,27,3,"WN","N7718B","45",12191,"HOU","Houston, TX",11140,"CRP","Corpus Christi, TX","1925","1923",0.00,0.00,"1900-1959","2030","2011",0.00,"2000-2059",0.00,"",65.00,48.00,187.00,1,,,,,,
2,27,3,"WN","N491WN","1437",12191,"HOU","Houston, TX",11140,"CRP","Corpus Christi, TX","1540","1539",0.00,0.00,"1500-1559","1645","1623",0.00,"1600-1659",0.00,"",65.00,44.00,187.00,1,,,,,,
2,27,3,"WN","N561WN","4",12191,"HOU","Houston, TX",11259,"DAL","Dallas, TX","0700","0658",0.00,0.00,"0700-0759","0805","0814",9.00,"0800-0859",0.00,"",65.00,76.00,239.00,1,,,,,,
2,27,3,"WN","N782SA","8",12191,"HOU","Houston, TX",11259,"DAL","Dallas, TX","0800","0850",50.00,1.00,"0800-0859","0910","0954",44.00,"0900-0959",0.00,"",70.00,64.00,239.00,1,41.00,0.00,0.00,0.00,3.00,
2,27,3,"WN","N206WN","12",12191,"HOU","Houston, TX",11259,"DAL","Dallas, TX","0900","0917",17.00,1.00,"0900-0959","1005","1019",14.00,"1000-1059",0.00,"",65.00,62.00,239.00,1,,,,,,
2,27,3,"WN","N7864B","16",12191,"HOU","Houston, TX",11259,"DAL","Dallas, TX","1000","",,,"1000-1059","1110","",,"1100-1159",1.00,"A",70.00,,239.00,1,,,,,,
2,27,3,"WN","N8508W","20",12191,"HOU","Houston, TX",11259,"DAL","Dallas, TX","1100","1108",8.00,0.00,"1100-1159","1210","1206",0.00,"1200-1259",0.00,"",70.00,58.00,239.00,1,,,,,,
2,27,3,"WN","N7864B","24",12191,"HOU","Houston, TX",11259,"DAL","Dallas, TX","1200","1204",4.00,0.00,"1200-1259","1300","1255",0.00,"1300-1359",0.00,"",60.00,51.00,239.00,1,,,,,,
2,27,3,"WN","N467WN","28",12191,"HOU","Houston, TX",11259,"DAL","Dallas, TX","1300","1310",10.00,0.00,"1300-1359","1405","1405",0.00,"1400-1459",0.00,"",65.00,55.00,239.00,1,,,,,,
2,27,3,"WN","N8328A","32",12191,"HOU","Houston, TX",11259,"DAL","Dallas, TX","1400","1405",5.00,0.00,"1400-1459","1515","1500",0.00,"1500-1559",0.00,"",75.00,55.00,239.00,1,,,,,,
2,27,3,"WN","N954WN","34",12191,"HOU","Houston, TX",11259,"DAL","Dallas, TX","1430","",,,"1400-1459","1540","",,"1500-1559",1.00,"A",70.00,,239.00,1,,,,,,
2,27,3,"WN","N7741C","36",12191,"HOU","Houston, TX",11259,"DAL","Dallas, TX","1500","1459",0.00,0.00,"1500-1559","1610","1553",0.00,"1600-1659",0.00,"",70.00,54.00,239.00,1,,,,,,
2,27,3,"WN","N782SA","38",12191,"HOU","Houston, TX",11259,"DAL","Dallas, TX","1530","1547",17.00,1.00,"1500-1559","1635","1639",4.00,"1600-1659",0.00,"",65.00,52.00,239.00,1,,,,,,
2,27,3,"WN","N744SW","40",12191,"HOU","Houston, TX",11259,"DAL","Dallas, TX","1600","1623",23.00,1.00,"1600-1659","1705","1716",11.00,"1700-1759",0.00,"",65.00,53.00,239.00,1,,,,,,
2,27,3,"WN","N556WN","42",12191,"HOU","Houston, TX",11259,"DAL","Dallas, TX","1630","1731",61.00,1.00,"1600-1659","1735","1845",70.00,"1700-1759",0.00,"",65.00,74.00,239.00,1,61.00,0.00,9.00,0.00,0.00,
2,27,3,"WN","N7835A","44",12191,"HOU","Houston, TX",11259,"DAL","Dallas, TX","1700","1702",2.00,0.00,"1700-1759","1810","1807",0.00,"1800-1859",0.00,"",70.00,65.00,239.00,1,,,,,,
2,27,3,"WN","N8724J","48",12191,"HOU","Houston, TX",11259,"DAL","Dallas, TX","1800","1819",19.00,1.00,"1800-1859","1910","1915",5.00,"1900-1959",0.00,"",70.00,56.00,239.00,1,,,,,,
2,27,3,"WN","N216WR","52",12191,"HOU","Houston, TX",11259,"DAL","Dallas, TX","1900","1900",0.00,0.00,"1900-1959","2010","2004",0.00,"2000-2059",0.00,"",70.00,64.00,239.00,1,,,,,,
2,27,3,"WN","N7814B","60",12191,"HOU","Houston, TX",11259,"DAL","Dallas, TX","2100","2104",4.00,0.00,"2100-2159","2210","2201",0.00,"2200-2259",0.00,"",70.00,57.00,239.00,1,,,,,,
2,27,3,"WN","N243WN","64",12191,"HOU","Houston, TX",11259,"DAL","Dallas, TX","2200","2221",21.00,1.00,"2200-2259","2305","2323",18.00,"2300-2359",0.00,"",65.00,62.00,239.00,1,16.00,0.00,0.00,0.00,2.00,
2,27,3,"WN","N8307K","1636",12191,"HOU","Houston, TX",11259,"DAL","Dallas, TX","0600","",,,"0600-0659","0700","",,"0700-0759",1.00,"B",60.00,,239.00,1,,,,,,
2,27,3,"WN","N7718B","6900",12191,"HOU","Houston, TX",11259,"DAL","Dallas, TX","0730","",,,"0700-0759","0830","",,"0800-0859",1.00,"B",60.00,,239.00,1,,,,,,
2,27,3,"WN","N917WN","190",12191,"HOU","Houston, TX",11278,"DCA","Washington, DC","0745","0744",0.00,0.00,"0700-0759","1140","1119",0.00,"1100-1159",0.00,"",175.00,155.00,1218.00,5,,,,,,
2,27,3,"WN","N7821L","876",12191,"HOU","Houston, TX",11278,"DCA","Washington, DC","1950","1953",3.00,0.00,"1900-1959","2340","2330",0.00,"2300-2359",0.00,"",170.00,157.00,1218.00,5,,,,,,
2,27,3,"WN","N8563Z","5575",12191,"HOU","Houston, TX",11278,"DCA","Washington, DC","1200","1159",0.00,0.00,"1200-1259","1555","1546",0.00,"1500-1559",0.00,"",175.00,167.00,1218.00,5,,,,,,
2,27,3,"WN","N448WN","256",12191,"HOU","Houston, TX",11292,"DEN","Denver, CO","1530","1526",0.00,0.00,"1500-1559","1655","1652",0.00,"1600-1659",0.00,"",145.00,146.00,883.00,4,,,,,,
2,27,3,"WN","N244WN","267",12191,"HOU","Houston, TX",11292,"DEN","Denver, CO","1730","1726",0.00,0.00,"1700-1759","1905","1917",12.00,"1900-1959",0.00,"",155.00,171.00,883.00,4,,,,,,
2,27,3,"WN","N8674B","769",12191,"HOU","Houston, TX",11292,"DEN","Denver, CO","1300","1304",4.00,0.00,"1300-1359","1430","1429",0.00,"1400-1459",0.00,"",150.00,145.00,883.00,4,,,,,,
2,27,3,"WN","N8726H","770",12191,"HOU","Houston, TX",11292,"DEN","Denver, CO","0705","0719",14.00,0.00,"0700-0759","0840","0845",5.00,"0800-0859",0.00,"",155.00,146.00,883.00,4,,,,,,
2,27,3,"WN","N8574Z","1378",12191,"HOU","Houston, TX",11292,"DEN","Denver, CO","2140","2150",10.00,0.00,"2100-2159","2310","2309",0.00,"2300-2359",0.00,"",150.00,139.00,883.00,4,,,,,,
2,27,3,"WN","N8567Z","2036",12191,"HOU","Houston, TX",11292,"DEN","Denver, CO","0845","0853",8.00,0.00,"0800-0859","1025","1018",0.00,"1000-1059",0.00,"",160.00,145.00,883.00,4,,,,,,
2,27,3,"WN","N900WN","2217",12191,"HOU","Houston, TX",11481,"ECP","Panama City, FL","1645","1915",150.00,1.00,"1600-1659","1825","2036",131.00,"1800-1859",0.00,"",100.00,81.00,571.00,3,131.00,0.00,0.00,0.00,0.00,
2,27,3,"WN","N939WN","368",12191,"HOU","Houston, TX",11540,"ELP","El Paso, TX","1425","1418",0.00,0.00,"1400-1459","1530","1515",0.00,"1500-1559",0.00,"",125.00,117.00,677.00,3,,,,,,
2,27,3,"WN","N7710A","1525",12191,"HOU","Houston, TX",11540,"ELP","El Paso, TX","0835","0838",3.00,0.00,"0800-0859","0940","0933",0.00,"0900-0959",0.00,"",125.00,115.00,677.00,3,,,,,,
2,27,3,"WN","N8698B","1538",12191,"HOU","Houston, TX",11540,"ELP","El Paso, TX","2145","2208",23.00,1.00,"2100-2159","2245","2306",21.00,"2200-2259",0.00,"",120.00,118.00,677.00,3,0.00,0.00,0.00,0.00,21.00,
2,27,3,"WN","N737JW","647",12191,"HOU","Houston, TX",11697,"FLL","Fort Lauderdale, FL","1235","1246",11.00,0.00,"1200-1259","1600","1607",7.00,"1600-1659",0.00,"",145.00,141.00,957.00,4,,,,,,
