"MONTH","DAY_OF_MONTH","DAY_OF_WEEK","OP_UNIQUE_CARRIER","TAIL_NUM","OP_CARRIER_FL_NUM","ORIGIN_AIRPORT_ID","ORIGIN","ORIGIN_CITY_NAME","DEST_AIRPORT_ID","DEST","DEST_CITY_NAME","CRS_DEP_TIME","DEP_TIME","DEP_DELAY_NEW","DEP_DEL15","DEP_TIME_BLK","CRS_ARR_TIME","ARR_TIME","ARR_DELAY_NEW","ARR_TIME_BLK","CANCELLED","CANCELLATION_CODE","CRS_ELAPSED_TIME","ACTUAL_ELAPSED_TIME","DISTANCE","DISTANCE_GROUP","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY",
2,28,4,"AA","N104NN","2",12892,"LAX","Los Angeles, CA",12478,"JFK","New York, NY","0900","0911",11.00,0.00,"0900-0959","1724","1722",0.00,"1700-1759",0.00,"",324.00,311.00,2475.00,10,,,,,,
2,1,5,"AA","N102NN","3",12478,"JFK","New York, NY",12892,"LAX","Los Angeles, CA","1230","1225",0.00,0.00,"1200-1259","1553","1519",0.00,"1500-1559",0.00,"",383.00,354.00,2475.00,10,,,,,,
2,2,6,"AA","N104NN","3",12478,"JFK","New York, NY",12892,"LAX","Los Angeles, CA","1230","1222",0.00,0.00,"1200-1259","1553","1511",0.00,"1500-1559",0.00,"",383.00,349.00,2475.00,10,,,,,,
2,3,7,"AA","N103NN","3",12478,"JFK","New York, NY",12892,"LAX","Los Angeles, CA","1230","1224",0.00,0.00,"1200-1259","1553","1530",0.00,"1500-1559",0.00,"",383.00,366.00,2475.00,10,,,,,,
2,4,1,"AA","N106NN","3",12478,"JFK","New York, NY",12892,"LAX","Los Angeles, CA","1230","1252",22.00,1.00,"1200-1259","1553","1618",25.00,"1500-1559",0.00,"",383.00,386.00,2475.00,10,22.00,0.00,3.00,0.00,0.00,
2,5,2,"AA","N102NN","3",12478,"JFK","New York, NY",12892,"LAX","Los Angeles, CA","1230","1225",0.00,0.00,"1200-1259","1553","1603",10.00,"1500-1559",0.00,"",383.00,398.00,2475.00,10,,,,,,
2,6,3,"AA","N103NN","3",12478,"JFK","New York, NY",12892,"LAX","Los Angeles, CA","1230","1222",0.00,0.00,"1200-1259","1553","1540",0.00,"1500-1559",0.00,"",383.00,378.00,2475.00,10,,,,,,
2,7,4,"AA","N105NN","3",12478,"JFK","New York, NY",12892,"LAX","Los Angeles, CA","1230","1219",0.00,0.00,"1200-1259","1553","1545",0.00,"1500-1559",0.00,"",383.00,386.00,2475.00,10,,,,,,
2,8,5,"AA","N102NN","3",12478,"JFK","New York, NY",12892,"LAX","Los Angeles, CA","1230","1343",73.00,1.00,"1200-1259","1553","1734",101.00,"1500-1559",0.00,"",383.00,411.00,2475.00,10,0.00,0.00,28.00,0.00,73.00,
2,9,6,"AA","N109NN","3",12478,"JFK","New York, NY",12892,"LAX","Los Angeles, CA","1230","1224",0.00,0.00,"1200-1259","1553","1625",32.00,"1500-1559",0.00,"",383.00,421.00,2475.00,10,0.00,0.00,32.00,0.00,0.00,
2,10,7,"AA","N104NN","3",12478,"JFK","New York, NY",12892,"LAX","Los Angeles, CA","1230","1224",0.00,0.00,"1200-1259","1553","1620",27.00,"1500-1559",0.00,"",383.00,416.00,2475.00,10,0.00,0.00,27.00,0.00,0.00,
2,11,1,"AA","N103NN","3",12478,"JFK","New York, NY",12892,"LAX","Los Angeles, CA","1230","1223",0.00,0.00,"1200-1259","1553","1533",0.00,"1500-1559",0.00,"",383.00,370.00,2475.00,10,,,,,,
2,12,2,"AA",,"3",12478,"JFK","New York, NY",12892,"LAX","Los Angeles, CA","1230","1224",0.00,0.00,"1200-1259","1553","1601",8.00,"1500-1559",0.00,"",383.00,397.00,2475.00,10,,,,,,
2,13,3,"AA","N111ZM","3",12478,"JFK","New York, NY",12892,"LAX","Los Angeles, CA","1230","1225",0.00,0.00,"1200-1259","1553","1554",1.00,"1500-1559",0.00,"",383.00,389.00,2475.00,10,,,,,,
2,14,4,"AA","N102NN","3",12478,"JFK","New York, NY",12892,"LAX","Los Angeles, CA","1200","1154",0.00,0.00,"1200-1259","1529","1542",13.00,"1500-1559",0.00,"",389.00,408.00,2475.00,10,,,,,,
2,15,5,"AA","N107NN","3",12478,"JFK","New York, NY",12892,"LAX","Los Angeles, CA","1200","1155",0.00,0.00,"1200-1259","1529","1511",0.00,"1500-1559",0.00,"",389.00,376.00,2475.00,10,,,,,,
2,17,7,"AA","N104NN","3",12478,"JFK","New York, NY",12892,"LAX","Los Angeles, CA","1200","1155",0.00,0.00,"1200-1259","1529","1512",0.00,"1500-1559",0.00,"",389.00,377.00,2475.00,10,,,,,,
2,18,1,"AA","N105NN","3",12478,"JFK","New York, NY",12892,"LAX","Los Angeles, CA","1200","1155",0.00,0.00,"1200-1259","1529","1511",0.00,"1500-1559",0.00,"",389.00,376.00,2475.00,10,,,,,,
2,19,2,"AA","N108NN","3",12478,"JFK","New York, NY",12892,"LAX","Los Angeles, CA","1200","1152",0.00,0.00,"1200-1259","1529","1514",0.00,"1500-1559",0.00,"",389.00,382.00,2475.00,10,,,,,,
2,20,3,"AA","N105NN","3",12478,"JFK","New York, NY",12892,"LAX","Los Angeles, CA","1200","1157",0.00,0.00,"1200-1259","1529","1543",14.00,"1500-1559",0.00,"",389.00,406.00,2475.00,10,,,,,,
2,21,4,"AA","N109NN","3",12478,"JFK","New York, NY",12892,"LAX","Los Angeles, CA","1200","1154",0.00,0.00,"1200-1259","1529","1539",10.00,"1500-1559",0.00,"",389.00,405.00,2475.00,10,,,,,,
2,22,5,"AA","N102NN","3",12478,"JFK","New York, NY",12892,"LAX","Los Angeles, CA","1200","1157",0.00,0.00,"1200-1259","1529","1516",0.00,"1500-1559",0.00,"",389.00,379.00,2475.00,10,,,,,,
2,23,6,"AA","N116AN","3",12478,"JFK","New York, NY",12892,"LAX","Los Angeles, CA","1200","1155",0.00,0.00,"1200-1259","1529","1527",0.00,"1500-1559",0.00,"",389.00,392.00,2475.00,10,,,,,,
2,24,7,"AA","N106NN","3",12478,"JFK","New York, NY",12892,"LAX","Los Angeles, CA","1200","1157",0.00,0.00,"1200-1259","1529","1523",0.00,"1500-1559",0.00,"",389.00,386.00,2475.00,10,,,,,,
2,25,1,"AA","N111ZM","3",12478,"JFK","New York, NY",12892,"LAX","Los Angeles, CA","1200","1200",0.00,0.00,"1200-1259","1529","1516",0.00,"1500-1559",0.00,"",389.00,376.00,2475.00,10,,,,,,
2,26,2,"AA","N106NN","3",12478,"JFK","New York, NY",12892,"LAX","Los Angeles, CA","1200","1156",0.00,0.00,"1200-1259","1529","1519",0.00,"1500-1559",0.00,"",389.00,383.00,2475.00,10,,,,,,
2,27,3,"AA","N117AN","3",12478,"JFK","New York, NY",12892,"LAX","Los Angeles, CA","1200","1202",2.00,0.00,"1200-1259","1529","1515",0.00,"1500-1559",0.00,"",389.00,373.00,2475.00,10,,,,,,
2,28,4,"AA","N101NN","3",12478,"JFK","New York, NY",12892,"LAX","Los Angeles, CA","1200","1152",0.00,0.00,"1200-1259","1529","1533",4.00,"1500-1559",0.00,"",389.00,401.00,2475.00,10,,,,,,
2,1,5,"AA","N103NN","4",12892,"LAX","Los Angeles, CA",12478,"JFK","New York, NY","1100","1056",0.00,0.00,"1100-1159","1929","1925",0.00,"1900-1959",0.00,"",329.00,329.00,2475.00,10,,,,,,
2,2,6,"AA","N112AN","4",12892,"LAX","Los Angeles, CA",12478,"JFK","New York, NY","1100","1105",5.00,0.00,"1100-1159","1929","1948",19.00,"1900-1959",0.00,"",329.00,343.00,2475.00,10,5.00,0.00,14.00,0.00,0.00,
2,3,7,"AA","N104NN","4",12892,"LAX","Los Angeles, CA",12478,"JFK","New York, NY","1100","1058",0.00,0.00,"1100-1159","1929","1908",0.00,"1900-1959",0.00,"",329.00,310.00,2475.00,10,,,,,,
2,4,1,"AA","N113AN","4",12892,"LAX","Los Angeles, CA",12478,"JFK","New York, NY","1100","1054",0.00,0.00,"1100-1159","1929","1856",0.00,"1900-1959",0.00,"",329.00,302.00,2475.00,10,,,,,,
2,5,2,"AA","N112AN","4",12892,"LAX","Los Angeles, CA",12478,"JFK","New York, NY","1100","1112",12.00,0.00,"1100-1159","1929","1909",0.00,"1900-1959",0.00,"",329.00,297.00,2475.00,10,,,,,,
2,6,3,"AA",,"4",12892,"LAX","Los Angeles, CA",12478,"JFK","New York, NY","1100","1056",0.00,0.00,"1100-1159","1929","1902",0.00,"1900-1959",0.00,"",329.00,306.00,2475.00,10,,,,,,
2,7,4,"AA","N109NN","4",12892,"LAX","Los Angeles, CA",12478,"JFK","New York, NY","1100","1107",7.00,0.00,"1100-1159","1929","1914",0.00,"1900-1959",0.00,"",329.00,307.00,2475.00,10,,,,,,
2,8,5,"AA","N117AN","4",12892,"LAX","Los Angeles, CA",12478,"JFK","New York, NY","1100","1053",0.00,0.00,"1100-1159","1929","1844",0.00,"1900-1959",0.00,"",329.00,291.00,2475.00,10,,,,,,
2,9,6,"AA","N111ZM","4",12892,"LAX","Los Angeles, CA",12478,"JFK","New York, NY","1100","1054",0.00,0.00,"1100-1159","1929","1841",0.00,"1900-1959",0.00,"",329.00,287.00,2475.00,10,,,,,,
2,10,7,"AA","N114NN","4",12892,"LAX","Los Angeles, CA",12478,"JFK","New York, NY","1100","1054",0.00,0.00,"1100-1159","1929","1848",0.00,"1900-1959",0.00,"",329.00,294.00,2475.00,10,,,,,,
2,11,1,"AA","N111ZM","4",12892,"LAX","Los Angeles, CA",12478,"JFK","New York, NY","1100","1058",0.00,0.00,"1100-1159","1929","1940",11.00,"1900-1959",0.00,"",329.00,342.00,2475.00,10,,,,,,
2,12,2,"AA","N113AN","4",12892,"LAX","Los Angeles, CA",12478,"JFK","New York, NY","1100","1128",28.00,1.00,"1100-1159","1929","1947",18.00,"1900-1959",0.00,"",329.00,319.00,2475.00,10,0.00,0.00,18.00,0.00,0.00,
2,13,3,"AA","N102NN","4",12892,"LAX","Los Angeles, CA",12478,"JFK","New York, NY","1100","1159",59.00,1.00,"1100-1159","1929","2005",36.00,"1900-1959",0.00,"",329.00,306.00,2475.00,10,36.00,0.00,0.00,0.00,0.00,
2,14,4,"AA","N117AN","4",12892,"LAX","Los Angeles, CA",12478,"JFK","New York, NY","1100","1159",59.00,1.00,"1100-1159","1927","2019",52.00,"1900-1959",0.00,"",327.00,320.00,2475.00,10,17.00,0.00,0.00,0.00,35.00,
2,15,5,"AA","N108NN","4",12892,"LAX","Los Angeles, CA",12478,"JFK","New York, NY","1100","1105",5.00,0.00,"1100-1159","1927","1920",0.00,"1900-1959",0.00,"",327.00,315.00,2475.00,10,,,,,,
2,16,6,"AA","N104NN","4",12892,"LAX","Los Angeles, CA",12478,"JFK","New York, NY","1100","1052",0.00,0.00,"1100-1159","1927","1856",0.00,"1900-1959",0.00,"",327.00,304.00,2475.00,10,,,,,,
2,17,7,"AA","N101NN","4",12892,"LAX","Los Angeles, CA",12478,"JFK","New York, NY","1100","1131",31.00,1.00,"1100-1159","1927","1929",2.00,"1900-1959",0.00,"",327.00,298.00,2475.00,10,,,,,,
2,18,1,"AA","N106NN","4",12892,"LAX","Los Angeles, CA",12478,"JFK","New York, NY","1100","1056",0.00,0.00,"1100-1159","1927","1837",0.00,"1900-1959",0.00,"",327.00,281.00,2475.00,10,,,,,,
2,19,2,"AA","N113AN","4",12892,"LAX","Los Angeles, CA",12478,"JFK","New York, NY","1100","1102",2.00,0.00,"1100-1159","1927","1901",0.00,"1900-1959",0.00,"",327.00,299.00,2475.00,10,,,,,,
2,20,3,"AA","N108NN","4",12892,"LAX","Los Angeles, CA",12478,"JFK","New York, NY","1100","1208",68.00,1.00,"1100-1159","1927","2013",46.00,"1900-1959",0.00,"",327.00,305.00,2475.00,10,0.00,0.00,46.00,0.00,0.00,
2,21,4,"AA","N117AN","4",12892,"LAX","Los Angeles, CA",12478,"JFK","New York, NY","1100","1057",0.00,0.00,"1100-1159","1927","1846",0.00,"1900-1959",0.00,"",327.00,289.00,2475.00,10,,,,,,
2,22,5,"AA","N107NN","4",12892,"LAX","Los Angeles, CA",12478,"JFK","New York, NY","1100","1241",101.00,1.00,"1100-1159","1927","2037",70.00,"1900-1959",0.00,"",327.00,296.00,2475.00,10,70.00,0.00,0.00,0.00,0.00,
2,23,6,"AA","N101NN","4",12892,"LAX","Los Angeles, CA",12478,"JFK","New York, NY","1100","1113",13.00,0.00,"1100-1159","1927","1928",1.00,"1900-1959",0.00,"",327.00,315.00,2475.00,10,,,,,,
2,24,7,"AA","N116AN","4",12892,"LAX","Los Angeles, CA",12478,"JFK","New York, NY","1100","1056",0.00,0.00,"1100-1159","1927","1917",0.00,"1900-1959",0.00,"",327.00,321.00,2475.00,10,,,,,,
2,25,1,"AA","N106NN","4",12892,"LAX","Los Angeles, CA",12478,"JFK","New York, NY","1100","1121",21.00,1.00,"1100-1159","1927","1940",13.00,"1900-1959",0.00,"",327.00,319.00,2475.00,10,,,,,,
2,26,2,"AA","N103NN","4",12892,"LAX","Los Angeles, CA",12478,"JFK","New York, NY","1100","1055",0.00,0.00,"1100-1159","1927","1912",0.00,"1900-1959",0.00,"",327.00,317.00,2475.00,10,,,,,,
2,27,3,"AA","N108NN","4",12892,"LAX","Los Angeles, CA",12478,"JFK","New York, NY","1100","1102",2.00,0.00,"1100-1159","1927","1908",0.00,"1900-1959",0.00,"",327.00,306.00,2475.00,10,,,,,,
2,28,4,"AA","N117AN","4",12892,"LAX","Los Angeles, CA",12478,"JFK","New York, NY","1100","1115",15.00,1.00,"1100-1159","1927","1918",0.00,"1900-1959",0.00,"",327.00,303.00,2475.00,10,,,,,,
2,1,5,"AA","N765AN","5",11298,"DFW","Dallas/Fort Worth, TX",12173,"HNL","Honolulu, HI","1115","1111",0.00,0.00,"1100-1159","1549","1522",0.00,"1500-1559",0.00,"",514.00,491.00,3784.00,11,,,,,,
2,2,6,"AA","N789AN","5",11298,"DFW","Dallas/Fort Worth, TX",12173,"HNL","Honolulu, HI","1115","1115",0.00,0.00,"1100-1159","1549","1551",2.00,"1500-1559",0.00,"",514.00,516.00,3784.00,11,,,,,,
2,3,7,"AA","N771AN","5",11298,"DFW","Dallas/Fort Worth, TX",12173,"HNL","Honolulu, HI","1115","1101",0.00,0.00,"1100-1159","1549","1540",0.00,"1500-1559",0.00,"",514.00,519.00,3784.00,11,,,,,,
2,4,1,"AA","N794AN","5",11298,"DFW","Dallas/Fort Worth, TX",12173,"HNL","Honolulu, HI","1115","1114",0.00,0.00,"1100-1159","1549","1542",0.00,"1500-1559",0.00,"",514.00,508.00,3784.00,11,,,,,,
